Abstract_ID,Entities
55,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Chronic liver disease', 'Estimated', 'Statistical Prevalence', 'Variant', 'PNPLA3 gene', 'HSD17B1 gene', 'Evaluation procedure', 'Etiology aspects', 'Disease Progression', 'Non-alcoholic Fatty Liver Disease', 'Cost of Illness', 'Hispanic Americans', 'Socioeconomic Factors', 'Non-alcoholic Fatty Liver Disease', 'Disease Progression', 'Increased', 'Statistical Prevalence', 'Hispanics']"
56,"['Organ Transplantation', 'Southern Sotho language', 'Optimum', 'therapeutic aspects', 'Child', 'Single organ dysfunction', 'Increased', 'Access', 'Health', 'Southern Sotho language', 'Review [Publication Type]', 'Literature', 'Access', 'Health Outcomes', 'Pediatric brand name', 'Southern Sotho language', 'Canada', 'Aotearoa', 'New Zealand', 'Australia', 'United States', 'search - EntityNameUse', 'Clinical Trial Eligibility Criteria', 'Preliminary', 'Gray Literature', 'Scientific Study', 'United States', 'Canada', 'Aotearoa', 'Australia', 'findings aspects', 'Preemptive Analgesia', 'Living Donors', 'Patients', 'Kidney Transplantation', 'Transplantation of liver', 'findings aspects', 'Graft material', 'Patients', 'Transplantation of liver', 'Social Determinants of Health', 'Living Donors', 'Traditional origin', 'Southern Sotho language', 'Access', 'Evidence', 'ras GTPase-Activating Proteins', 'Southern Sotho language', 'research', 'research', 'Planning Techniques', 'Local', 'Community', 'Context', 'Reporting', 'Anthropological Culture', 'SAFE-Biopharma Standard', 'care activity']"
57,"['Impact food supplement', 'Social Determinants of Health', 'Older Adult Health', 'Transplantation of liver', 'Recipient', 'Outcome Measures', 'Federal Government', 'Impact food supplement', 'Social Determinants of Health', 'Health', 'Effectiveness', 'Health Care', 'Obstetric Delivery', 'Analyzer, device', 'Recipient', 'Evaluation', 'Mental association', 'Social Deprivation Index', 'Transplantation of liver', 'Recipient', 'Patients', 'Continuance of life', 'Adult', 'Recipient', 'Patients', 'Continuance of life', 'Lower - spatial qualifier', 'Adult', 'Score', 'Midline (qualifier value)', 'Patients', 'Continuance of life', 'Midline (qualifier value)', 'selective dissemination of information', 'Comparison', 'Recipient', 'Assisted Living', 'selective dissemination of information', 'Cohort', 'Mortality Vital Statistics', 'Hazard Ratio', 'Curie', 'High', 'Failure (biologic function)', 'Hazard Ratio', 'Curie', 'Increased', 'Risk', 'Vulnerable Populations', 'Hazard Ratio', 'year', 'Transplantation', 'Loss', 'selective dissemination of information', 'Linear', 'Midline (qualifier value)', 'Deprivation', 'United States', 'Social Determinants of Health', 'Anthropogenic Effects', 'Patients', 'Continuance of life', 'Overall Publication Type', 'Effect', 'follow-up', 'High', 'Deprivation', 'Evaluation', 'Effectiveness', 'Nursing interventions', 'Policy', 'Attenuation', 'Vision Disparity', 'Outcome Measures', 'Recipient', 'Disadvantaged Populations', 'Area']"
58,"['COVID19 (disease)', 'Pandemics', 'Clinical Research', 'Oral cavity', 'Fungi', 'Impact food supplement', 'Fungi', 'Environment', 'Colicin Plasmids', 'Changing', 'Structure of respiratory epithelium', 'Increased', 'Pathogenic organism', 'Local', 'Inflammation', 'Virulence', 'Colicin Plasmids', 'COVID19 (disease)', 'Severities', 'Author', 'Clinical Research', 'Fungi', 'COVID19 (disease)', 'Patients', 'Healthy Control']"
59,"['Social Determinants of Health', 'Associated with', 'Outcome Measures', 'Metabolic', 'Liver diseases', 'risk factors', 'Social Determinants of Health', 'geographic population', 'Social Determinants of Health', 'Screening for cancer', 'Induction Clinical Trial Setting', 'Optimum', 'Screening Method', 'Review [Publication Type]', 'Social Determinants of Health', 'Screening for cancer', 'Clinical setting', 'Persons', 'risk factors']"
60,"['Multimorbidity', 'Prevalent', 'Elderly (population group)', 'Adverse event', 'Health Outcomes', 'Accident and Emergency department', 'Erectile dysfunction', 'utilization qualifier', 'Social Determinants of Health', 'Associated with', 'Erectile dysfunction', 'Visit', 'Elderly (population group)', 'Multimorbidity', 'Clinical Research', 'Examined', 'Mental association', 'Social Determinants of Health', 'Erectile dysfunction', 'Visit', 'Elderly (population group)', 'Multimorbidity']"
61,"['Road', 'Traffic', 'Accidents', 'World', 'Cessation of life', 'Significant', 'Impact food supplement', 'Readiness', 'Mitigate', 'Evaluation', 'Readiness', 'Hospitals', 'West (direction)', 'Iran', 'Handle - program access', 'Road', 'Traffic', 'Accidents', 'Mass Casualties']"
62,"['Social Conditions', 'Behavioral Dietary Intervention', 'Burden', 'Malignant neoplasm of gastrointestinal tract', 'Environment', 'Influence', 'Community', 'Food', 'Availability of', 'Nutritional', 'Helping Behavior', 'Social Determinants of Health', 'United States Department of Agriculture', 'F9 EMBRYONIC ANTIGEN GENE', 'Mental association', 'Environment']"
63,"['Clinical Research', 'Epidemiologic Studies', 'Iran', 'Persian language', 'Clinical Research', 'Estimated', 'Statistical Prevalence', 'risk factors', 'Mental association', 'Incidence', 'Noncommunicable Diseases']"
64,"['Clinical Research', 'Social', 'Preventable']"
65,"['Food Insecurity', 'CFI gene', 'risk factors', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Fibrosis', 'Liver diseases', 'Persons', 'HIV']"
66,"['Assessed', 'Mental association', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Ethnicity']"
67,"['Clinical Research', 'Assessed', 'Severities', 'Colicin Plasmids', 'Symptomatic', 'COVID19 (disease)', 'Kidney Failure, Chronic', 'Kidney Failure, Chronic', 'Patients', 'Central', 'East']"
68,"['Clinical Research', 'Examined', 'Mortality Vital Statistics', 'Rating (action)', 'trend', 'Malignant neoplasm of gastrointestinal tract', 'Malignant neoplasm of stomach', 'Cessation of life', 'Incidence', 'Mortality Vital Statistics', 'Malignant Neoplasms', 'Iran', 'Disease', 'Persons', 'Preventive monitoring', 'trend', 'Cancer Death Rate', 'Report (document)', 'Mortality Vital Statistics', 'trend', 'Malignant neoplasm of gastrointestinal tract']"
69,"['Malignant Neoplasms', 'Upper', 'Malignant neoplasm of gastrointestinal tract', 'Nation', 'Iran']"
70,"['Liver and Intrahepatic Biliary Tract Carcinoma', 'Incidence', 'Increased', 'Ultrasonography', 'Heterogeneity', 'Population Group', 'Colicin Plasmids', 'Impact food supplement', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Risk']"
71,"['Progressive', 'Increase', 'Mortality, Premature', 'Suicide', 'Alcoholic Liver Diseases', 'Impact food supplement', 'Life Expectancy', 'Relationships', 'Social and Contextual Areas', 'Effect', 'Evidence', 'Country', 'Peripheral', 'Case (situation)', 'Brazil', 'Analysis of substances', 'Relationships', 'Feeling despair', 'brazilian', 'Cities', 'County', 'Data', 'Cell cluster', 'Economic Development', 'Analysis', 'Corrected Age', 'Mortality Vital Statistics', 'Comparison', 'statistical cluster', 'Groups', 'brazilian', 'municipality', 'PIN1 gene', 'High', 'Groups', 'Experience', 'Deprivation', 'Increase', 'High', 'Groups', 'Less Than', 'Deprivation', 'Practice Experience', 'Cell cluster', 'Groups', 'conjunctiva', 'Economics', 'Creation', 'Population Group', 'Unequal', 'Cessation of life', 'Feeling despair', 'Population Group', 'Assessed', 'Checking (action)', 'Different', 'Ecosystem', 'Levels (qualifier value)', 'Public Policy', 'Reduced', 'Lower - spatial qualifier', 'Socioeconomic Status']"
72,"['Hepatitis B, Chronic', 'risk factors', 'Malignant Neoplasms', 'Autophagy', 'Essential', 'Elements', 'Human cells', 'Scientific Study', 'Autophagy', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Different', 'Stage', 'Systematic Review', 'Investigates', 'Genetic Polymorphism', 'Mutation', 'ATG5 gene', 'Pathogenesis', 'Carcinogenesis', 'hepatitis B virus']"
73,"['Social Determinants of Health', 'Social Determinants of Health', 'Predictor', 'Poverty', 'Chronic disease', 'Mental association', 'Liver Cirrhosis', 'geographic population', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Limited (extensiveness)', 'Retrospective Studies', 'Adult', 'Patients', 'Liver Cirrhosis', 'metropolitan', 'Chicago', 'Mental association', 'Social Determinants of Health', 'Decompensation', 'Complication', 'Mortality Vital Statistics', 'Waiting Lists (patient)', 'Social Deprivation Index', 'Social Determinants of Health', 'Investigates', 'Patients', 'Liver Cirrhosis', 'Age', 'year', 'Woman', 'Hispanic or Latino', 'parent deprivation', 'Hazard Ratio', 'Curie', 'Curie', 'Mortality Vital Statistics', 'Curie', 'Pleckstrin Homology Domains', 'Social Determinants of Health', 'Associated with', 'Lower - spatial qualifier', 'Probability', 'Poverty', 'Housing Quality', 'Social support', 'Liver Cirrhosis', 'Social Determinants of Health', 'High', 'Decompensation', 'Mortality Vital Statistics', 'Tumor Necrosis Factor-Beta', 'Exploration procedure', 'BARRIER', 'Tumor Necrosis Factor-Beta', 'Health Outcomes']"
74,"['Cancer-Related Death', 'Malignant neoplasm of gastrointestinal tract', 'Environment', 'Genetic Vectors', 'Effectiveness', 'occurrence characteristics', 'Malignant neoplasm of gastrointestinal tract', 'Esophageal', 'Colorectal Carcinoma', 'risk factors', 'Life Style', 'Reactive Oxygen Species', 'Reactive Oxygen Species', 'Malignant neoplasm of gastrointestinal tract', 'Oxidative Stress', 'Increase', 'Malignant Neoplasms', 'NQO1 gene', 'Antioxidants', 'CD59 Antigen', 'Mutagenesis Process', 'Carcinogenesis', 'NQO1 gene', 'Reduced', 'Quinones', 'hydroquinone', 'Prophylactic treatment', 'Reactive Oxygen Species', 'Single Nucleotide Polymorphism', 'NAD(P)H dehydrogenase (quinone) 1, human', 'NQO1 gene', 'NQO1 gene', 'Reduced', 'NQO1 gene', 'enzyme activity', 'NQO1 gene', 'Genetic Polymorphism', 'Increase', 'Risk', 'Malignant neoplasm of gastrointestinal tract', 'NQO1*2 Allele', 'Genetic Polymorphism', 'NQO1 gene', 'Effectiveness', 'Malignant neoplasm of gastrointestinal tract', 'Social Role', 'Biological Markers', 'Forecast of outcome', 'Administration occupational activities', 'Cancer Therapeutic Procedure', 'Clinical Research', 'Investigates', 'NQO1 gene', 'Biological Markers', 'Administration occupational activities', 'Malignant neoplasm of gastrointestinal tract', 'Prophylactic treatment', 'therapeutic aspects']"
75,"['Pediatric brand name', 'Liver Failure, Acute', 'Emergency Situation', 'Administration occupational activities', 'Experience', 'Transplantation of liver', 'Social Determinants of Health', 'Social Determinants of Health', 'Healthcare Disparities', 'Disease', 'Health Services Accessibility', 'Mental association', 'Social Determinants of Health', 'Outcome Measures', 'Tumor Necrosis Factor-Beta', 'Cessation of life', 'Clinical Research', 'Investigates', 'Social Determinants of Health', 'Area', 'Interventional procedure', 'Unrecognized', 'Vision Disparity']"
76,"['Cardiovascular Diseases', 'Groups', 'risk factors', 'COVID19 (disease)', 'COVID19 (disease)', 'Clinical Research', 'Epidemiology', 'COVID19 (disease)', 'Patients']"
77,"['Guidelines', 'Hepatitis C', 'Screening for cancer', 'Age', 'Hepatitis C', 'Screening for cancer', 'Minority Groups', 'Child']"
78,"['Increasing (qualifier value)', 'Burden', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Europe', 'Investigates', 'Social Determinants of Health', 'Health', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'risk factors', 'Health Services Accessibility', 'Improved', 'Health Outcomes', 'Evidence', 'Differential quality', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'risk factors', 'Incidence', 'Health', 'Outcome Measures', 'United Kingdom', 'Social Determinants of Health', 'Time Perception', 'geographic population', 'Socioeconomic Status', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'risk factors', 'Indication of (contextual qualifier)', 'Access', 'Administration of hepatitis B vaccine', 'Access', 'Alcoholic Liver Diseases', 'Prevalent', 'Persons', 'Economic Instability', 'Migrants', 'geographic population', 'Variant', 'Europe', 'Proportion', 'Liver diseases', 'geographical area', 'Gender', 'socioeconomic', 'Liver Cirrhosis', 'Mortality Vital Statistics', 'Highest', 'Death Rate', 'Persons', 'Disadvantaged Populations', 'Lower - spatial qualifier', 'Educational Status', 'Inadequate (qualifier)', 'Health care facility', 'geographic population', 'Primary', 'Influence', 'BARRIER', 'Fear (Mental Process)', 'Contribution', 'Health Inequities', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Biochemical Pathway', 'Scientific Study', 'Effect', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Incidence', 'Outcome Measures', 'Europe, Eastern', 'objective (goal)', 'Evidence-Based Medicine', 'Multilevel Analysis', 'public health medicine (field)', 'Social Determinants of Health', 'Impact food supplement', 'Precipitating Factors', 'Disproportionate', 'Burden', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Specific qualifier value', 'geographic population']"
79,"['COVID19 (disease)', 'COVID19 (disease)', 'Pandemics', 'Telemedicine', 'Delivery of Health Care', 'Telemedicine', 'care activity', 'Vision Disparity', 'Vulnerable Populations', 'geographic population', 'Patients', 'Practice Experience', 'Data']"
80,"['Americas Ethnicity', 'Diabetes', 'Mental association', 'Diabetes', 'Effectiveness', 'Changing', 'paradigm', 'Guidelines', 'Prophylactic treatment', 'Complication', 'Improving (qualifier value)', 'Quality', 'Life', 'Diabetes Mellitus', 'Administration occupational activities', 'Non-alcoholic Fatty Liver Disease', 'Weight Loss', 'sperm individualization', 'Social Determinants of Health', 'Overcome']"
81,"['Thalassemia', 'Patients', 'Heart', 'Complication', 'Iron Overload', 'High', 'Risk', 'Cardiac complication', 'Induce (action)', 'COVID19 (disease)', 'COVID19 (disease)', 'Normal', 'geographic population', 'Clinical Research', 'Evaluation', 'Early', 'Cardiovascular system', 'Complication', 'Patients', 'Early', 'Recovery - action', 'COVID19 (disease)', 'Stress Cardiac Magnetic Resonance Imaging', 'Magnetic Resonance Imaging']"
82,"['Social Determinants of Health', 'Drug Design', 'Effectiveness', 'Nursing interventions', 'Hepatitis B', 'Systematic Review', 'Social Determinants of Health', 'Hepatitis B', 'Nursing interventions', 'Effectiveness', 'Prophylactic treatment', 'Databases', 'Hepatitis B', 'Gender Equity', 'Social Determinants of Health', 'mental health organization', 'Organisation for Economic Co-Operation and Development', 'Country', 'Screening for cancer', 'Data Extraction', 'Reviewed By (qualifier)', 'Data', 'comparative study publication', 'Design', 'N36', 'Narration', 'Anabolism', 'Social Determinants of Health', 'Nursing interventions', 'Relevance', 'Health Outcomes', 'Social', 'Factor', 'Healthy Worker Effect', 'Effect', 'Health Outcomes', 'Anabolism', 'emergent', 'Heme', 'Prophylactic treatment', 'Screening for cancer', 'Immunization', 'therapeutic aspects', 'Prophylactic treatment', 'Heterogeneity', 'Relevance', 'Health Outcomes', 'Nursing interventions', 'tailor', 'Social Determinants of Health', 'Race:Type:Point in time:^Patient:Nominal', 'Languages', 'Drug usage', 'Socioeconomic Status', 'Heme', 'Nursing interventions', 'Comparative Effectiveness Research', 'Hepatitis B', 'Social', 'Factor', 'Health Outcomes', 'Scientific Study', 'Diversity', 'geographic population', 'Approach (spatial)', 'Interventional procedure', 'objective (goal)', 'Effectiveness', 'Nursing interventions', 'Prophylactic treatment']"
83,"['Vaccination', 'COVID19 (disease)', 'COVID19 (disease)', 'Pandemics', 'aspects of adverse effects', 'Widespread', 'Administration occupational activities', 'COVID19 (disease)', 'Vaccines', 'Evaluation', 'Safety', 'Potential', 'aspects of adverse effects', 'Clinical Research', 'Assessed', 'Incidence', 'aspects of adverse effects', 'AstraZeneca', 'Vaccination', 'Colicin Plasmids', 'Voluntary Workers', 'Male population group', 'Woman', 'Adverse reactions', 'ChAdOx1 nCoV-19', 'AstraZeneca', 'Vaccines', 'Questionnaires', 'findings aspects', 'Incidence', 'Adverse reactions', 'Nervous system structure', 'Signs and Symptoms, Respiratory', 'Dosage', 'second (number)', 'Dosage', 'systematic', 'Symptoms aspect', 'Prevalent', 'aspects of adverse effects', 'second (number)', 'Injection of therapeutic agent', 'Social survey', 'Participant', 'Persons', 'Age', 'Females', 'Adverse event', 'Vaccination', 'Significant', 'Relationships', 'occurrence characteristics', 'aspects of adverse effects', 'Recipient', 'Body mass index procedure', 'Adverse reactions', 'Recipient', 'Frequencies (time pattern)', 'aspects of adverse effects', 'Colicin Plasmids', 'Agender', 'Post vaccination fever', 'Adverse reactions', 'Tolerable']"
84,"['Limited (extensiveness)', 'Data', 'Mental association', 'Malignant neoplasm of urinary bladder', 'Smoking', 'Generalized', 'public health medicine (field)']"
85,"['Increased', 'Vulnerability', 'Physical Examination', 'Social', 'Cognitive', 'Greater', 'Risk', 'Negative', 'health related legal', 'Health Expenditures', 'United Kingdom', 'Frailty', 'Electronic Health Records', 'Data', 'chemical standardization', 'Screening for cancer', 'Canadian', 'Primary Health Care', 'Implementation', 'Canadian', 'Context', 'Acclimatization', 'Frailty', 'Terminology', 'Canada', 'Columbia (ethnic group)', 'Canada', 'Validation', 'research', 'Frailty', 'Primary Health Care', 'Clinician', 'Elderly (population group)', 'British Columbia']"
86,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Systemic disease', 'Multifactorial', 'Heterogeneity', 'Pathogenesis', 'Chronic liver disease', 'Country', 'Scientific Study', 'Iran', 'Test Result', 'Statistical Prevalence', 'risk factors', 'Non-alcoholic Fatty Liver Disease', 'Clinical Research', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Estimated', 'Statistical Prevalence', 'risk factors', 'Disease', 'Iran', 'Peer', 'Review [Publication Type]', 'Reporting', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Statement', 'Science', 'PubMed', 'Scopus', 'Persian language', 'Science', 'Clinical Research', 'Particle', 'Review [Publication Type]', 'Statistical Prevalence', 'Non-alcoholic Fatty Liver Disease', 'Child', 'Confidence Intervals', 'Curie', 'Statistical Prevalence', 'High', 'Adult', 'Scientific Study', 'Curie', 'Scientific Study', 'Mental association', 'Non-alcoholic Fatty Liver Disease', 'Coitus', 'Relationships', 'Scientific Study', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Increased', 'Body mass index procedure', 'Scientific Study', 'Mental association', 'FBXO8 gene', 'Non-alcoholic Fatty Liver Disease', 'Iran', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Comparison', 'Area', 'Unfavorable', 'living situation', 'risk factors', 'Non-alcoholic Fatty Liver Disease', 'Nursing interventions', 'Control Groups', 'risk factors', 'PREVENT (product)', 'Non-alcoholic Fatty Liver Disease']"
87,"['Clinical Research', 'Investigates', 'Survival Rate', 'Malignant Neoplasms', 'Patients', 'Cancer Patient', 'Korea', 'Site', 'Liver', 'Vision Disparity', 'Measured', 'Impact food supplement', 'Overall Publication Type', 'Survival Rate', 'Assessed', 'Physical Strength', 'Cohort', 'Cancer Patient', 'Males', 'Main', 'Primary malignant neoplasm', 'Site', 'Stomach']"
88,"['Vision Disparity', 'Access', 'Living Donors', 'Transplantation of liver', 'United States', 'Mental association', 'Social Determinants of Health', 'Health', 'Established', 'Retrospective Cohort Study', 'Transplantation of liver', 'Recipient', 'Central', 'United Network for Organ Sharing', 'Databases', 'Patients', 'Zip Code', 'Social Determinants of Health', 'Measures', 'Data', 'Source', 'Temporal - Regional site descriptor', 'Central', 'Neighborhood', 'Social Deprivation Index', 'Disadvantaged Populations', 'Assessed', 'Mental association', 'Increasing (qualifier value)', 'selective dissemination of information', 'Receipt Date', 'Cessation of life', 'Transplantation of liver', 'Recipient', 'Clinical Research', 'Social Determinants of Health', 'Measures', 'selective dissemination of information', 'Transplantation', 'Recipient', 'Lower - spatial qualifier', 'selective dissemination of information', 'Midline (qualifier value)', 'selective dissemination of information', 'Midline (qualifier value)', 'selective dissemination of information', 'Decreased', 'Study models', 'selective dissemination of information', 'Quintile', 'Transplantation', 'Threshold', 'selective dissemination of information', 'Increasing (qualifier value)', 'selective dissemination of information', 'Reduced', 'Bibliographic Reference', 'Social Determinants of Health', 'Measures', 'selective dissemination of information', 'evaluation/testing', 'Vision Disparity', 'Context', 'Outreach', 'Reduced', 'Vision Disparity', 'Target', 'Ultrasonography', 'Zip Code']"
89,"['Malignant Neoplasms', 'Etiology aspects', 'Cessation of life', 'Malignant tumor of cervix', 'Malignant Neoplasms', 'Malignant Neoplasms', 'Woman', 'Survival Rate', 'Evaluation', 'Success', 'Assessed', 'Survival Rate', 'Malignant tumor of cervix', 'Asia']"
90,"['Liver function', 'Laboratory Procedures', 'Iranian (ethnic group)']"
91,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Benign', 'Patients', 'Disease', 'Liver', 'Failure (biologic function)', 'Liver', 'Liver Cirrhosis', 'Liver carcinoma']"
92,"['Generalized', 'Liver', 'Community', 'Established', 'criteria', 'Liver diseases', 'SLC17A5 gene', 'Metabolic', 'Liver diseases', 'Metabolic', 'Alcoholic Liver Diseases', 'Metals', 'Estimated', 'Burden', 'SLC17A5 gene', 'Subtype (attribute)', 'Unfavorable', 'Social Determinants of Health', 'Health', 'Ultrasonography', 'Adult', 'Clinical', 'Social Factors', 'Vision Disparity', 'Subgroup A Nepoviruses']"
93,"['Social Determinants of Health', 'Quality', 'Transplantation of liver', 'care activity', 'Assessed', 'Mental association', 'Neighborhood', 'Transplantation', 'Outcome Measures', 'Mitigate']"
94,"['Vision Disparity', 'Waiting Lists (patient)', 'Mortality Vital Statistics', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'New', 'Social Determinants of Health']"
95,"['Hypertensive disease', 'Hypertensive disease', 'Primary', 'risk factors', 'Heart Diseases', 'Cerebrovascular accident', 'Meta Analysis (statistical procedure)', 'Systematic Review', 'Science of Statistics', 'Statistical Prevalence', 'Rating (action)', 'Hypertensive disease', 'Iranian (ethnic group)', 'Adolescent (age group)', 'Adult', 'Human Age Group']"
96,"['Changing', 'Genus: Coronavirus', 'Disease', 'COVID19 (disease)', 'Crisis', 'Restricted', 'Isolated', 'Vulnerable Populations', 'Patients', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Medical care', 'COVID19 (disease)', 'Pandemics', 'Diagnosis', 'therapeutic aspects', 'altretamine/cisplatin/cyclophosphamide protocol']"
97,"['Independence', 'Predictor', 'Mortality Vital Statistics', 'removal technique', 'HCCS gene']"
98,"['Malignant Vaginal Neoplasm', 'Etiology aspects', 'Mortality Vital Statistics', 'Woman', 'Developing Countries', 'Continuance of life', 'Rating (action)', 'Malignant Vaginal Neoplasm', 'Essential', 'Investigates', 'Therapeutic procedure', 'Screening for cancer', 'Survival Rate', 'Malignant Vaginal Neoplasm', 'Asia']"
99,"['Safety', 'Hospitals', 'Dental Facilities', 'Healthcare services', 'Medical service', 'Underserved Populations', 'Burden', 'Chronic liver disease', 'Manifest', 'Liver Cirrhosis', 'Liver', 'High', 'geographic population', 'Poverty', 'Social Determinants of Health', 'Delayed Diagnosis', 'Presentation', 'High', 'Mortality Vital Statistics', 'Policy', 'Changing', 'Medicaid', 'Cell Growth', 'Access', 'Insurance', 'overview', 'Literature', 'care activity', 'Chronic liver disease', 'Liver diseases', 'Community', 'narrative review', 'controversy', 'definition - ActMoodCompletionTrack', 'Administration occupational activities', 'Condition', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'chronic', 'Hepatitis A', 'Liver Cirrhosis', 'Transplantation of liver', 'Impact food supplement', 'Medicaid', 'Outcome Measures', 'Provider', 'Nursing interventions', 'ras GTPase-Activating Proteins', 'care activity', 'Vulnerable Populations', 'geographic population', 'Chronic liver disease']"
100,"['Primary sclerosing cholangitis', 'Primary sclerosing cholangitis', 'Infrequent', 'Autoimmune Diseases', 'physiopathological', 'Ulcerative Colitis', 'Ulcerative Colitis', 'Transplantation of liver', 'Curative - procedure intent', 'Patients', 'Astringents', 'Organ', 'Availability of', 'BARRIER', 'Insurance', 'Health Literacy', 'low', 'Worsening pattern', 'Overall Publication Type', 'Health care facility', 'Uninsured', 'Male population group', 'Did not receive therapy or drug for', 'Ulcerative Colitis', 'Diagnosis', 'Primary sclerosing cholangitis', 'BARRIER', 'Medical care', 'low', 'Health Literacy', 'Treating', 'Condition', 'Primary sclerosing cholangitis', 'research', 'Investigates', 'Alternative', 'Therapeutic procedure', 'Primary sclerosing cholangitis']"
101,"['Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Large nose', 'Anthropogenic Effects', 'Minority Groups', 'Patients', 'Lower - spatial qualifier', 'Socioeconomic Status', 'Social', 'Factor', 'Health', 'Hematoma, Subdural', 'Vision Disparity', 'Health Services Accessibility', 'Outcome Measures', 'Relationships', 'Hematoma, Subdural', 'Continuance of life', 'regional', 'altretamine/cisplatin/cyclophosphamide protocol']"
102,"['Social Determinants of Health', 'Contribution', 'Outcome Measures', 'Unmet', 'Social', 'Risk', 'Transplantation', 'Improved', 'Child', 'Provider', 'Social', 'Risk', 'Menstruation']"
103,"['Social Determinants of Health', 'Reusable Drivers', 'health disparity', 'American Indian or Alaska Native', 'geographic population', 'United States', 'High', 'Incidence Rate', 'LIVER/STOMACH', 'Colorectal Carcinoma', 'Racial Groups', 'Clinical Research', 'Incidence Rate', 'Malignant neoplasm of gastrointestinal tract', 'Social vulnerability', 'Score', 'Incident', 'Diagnosis', 'Identified', 'geographic population', 'Cancer Registry', 'Asian Indian', 'Corrected Age', 'Incidence Rate', 'geographic population', 'LIVER/STOMACH', 'Colorectal Carcinoma', 'Comparison', 'geographic population', 'Social Vulnerability Index', 'High', 'geographic population', 'Alaska', 'Incidence Rate', 'geographic population', 'High', 'geographic population', 'Social Vulnerability Index', 'High', 'Social vulnerability', 'High', 'Malignant Neoplasms', 'Incidence', 'geographic population', 'geographic population', 'Social Vulnerability Index', 'Social vulnerability', 'Drug Design', 'Effectiveness', 'Nursing interventions', 'geographic population']"
104,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Widespread', 'Hand', 'Social', 'Unequal', 'Socioeconomic Status', 'Tomography, Emission-Computed, Single-Photon', 'Health', 'Clinical Research', 'Investigates', 'Relationships', 'Non-alcoholic Fatty Liver Disease']"
105,"['Clinical Research', 'Evaluation', 'regional', 'Social vulnerability', 'Geographic', 'Patients', 'Transplantation of liver', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Study models', 'End Stage Liver Disease', 'exception - ResponseLevel']"
106,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Prevalent', 'Chronic liver disease', 'Gene Expression', 'Predictor', 'Non-alcoholic Fatty Liver Disease', 'Disease susceptibility', 'protein expression', 'Non-alcoholic Fatty Liver Disease', 'Patients', 'Genetic Polymorphism', 'Viral Shedding', 'physiopathological', 'Disease', 'Clinical Research', 'Participant', 'Healthy Control', 'Persons', 'Non-alcoholic Fatty Liver Disease', 'Prescreen', 'objective (goal)', 'Genotype', 'Gene Frequency', 'Variation (Genetics)', 'Participant', 'Diagnosis', 'Non-alcoholic Fatty Liver Disease', 'High', 'Body mass index procedure', 'Body mass index procedure', 'Persons', 'Control Groups', 'Genetic Polymorphism', 'Non-alcoholic Fatty Liver Disease', 'Control Groups', 'With frequency', 'Non-alcoholic Fatty Liver Disease', 'Groups', 'Persons', 'cholecalciferol', 'CD55 gene', 'Decreased', 'High Risk Acute Leukemia', 'Alanine Transaminase', 'Aspartate Transaminase', 'TT genotype', 'Increased', 'High Risk Acute Leukemia', 'Alanine Transaminase', 'Aspartate Transaminase', 'Test Result', 'Increased', 'Risk', 'Non-alcoholic Fatty Liver Disease', 'Genetic Polymorphism', 'research', 'Molecular Mechanisms of Pharmacological Action', 'Up-Regulation (Physiology)', 'Persons', 'Non-alcoholic Fatty Liver Disease']"
107,"['Anabolism', 'degradation aspects', 'Endocannabinoids', 'Location', 'cannabinoid receptor', 'Cannabinoids', 'Clinical action', 'neuromuscular function', 'Digestive organ structure', 'Documented', 'cinobufotalin']"
