Abstract_ID,CUI,Name,Definition,TUIs,Aliases
73,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
73,C2698872,Predictor,Information or variable that supports a probabilistic estimate of future events.,['T078'],[]
73,C0032854,Poverty,"A situation in which the level of living of an individual, family, or group is below the standard of the community. It is often related to a specific income level.",['T102'],"['Poverty', 'Financially poor (finding)', 'poor', 'Economic deprivation', 'Poor']"
73,C0008679,Chronic disease,"Diseases which have one or more of the following characteristics: they are permanent, leave residual disability, are caused by nonreversible pathological alteration, require special training of the patient for rehabilitation, or may be expected to require a long period of supervision, observation, or care (Dictionary of Health Services Management, 2d ed). For epidemiological studies chronic disease often includes HEART DISEASES; STROKE; CANCER; and diabetes (DIABETES MELLITUS, TYPE 2).",['T047'],"['chronic disorder', 'chronic disorders', 'Disease, Chronic', 'Chronic Illnesses', 'chronic diseases']"
73,C0004083,Mental association,"A functional relationship between psychological phenomena of such nature that the presence of one tends to evoke the other; also, the process by which such a relationship is established.",['T041'],"['Association', 'mental association', 'Associations', 'association', 'association [mental function]']"
73,C0023890,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",['T047'],"['Hepatic cirrhosis, NOS', 'Hepatic cirrhosis', 'HEPATIC CIRRHOSIS', 'liver cirrhosis', 'Liver cirrhosis']"
73,C0032659,geographic population,The total number of individuals inhabiting a particular region or area.,['T081'],"['population', 'Population (social concept)', 'populations', 'Populations', 'Population']"
73,C0023911,Transplantation of liver,The transference of a part of or an entire liver from one human or animal to another.,['T061'],"['Hepatic transplantation', 'liver transplanting', 'Liver--Transplantation', 'Transplantation, Hepatic', 'Hepatic Transplantation']"
73,C0024320,Tumor Necrosis Factor-Beta,"A tumor necrosis factor family member that is released by activated LYMPHOCYTES. Soluble lymphotoxin is specific for TUMOR NECROSIS FACTOR RECEPTOR TYPE I; TUMOR NECROSIS FACTOR RECEPTOR TYPE II; and TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 14. Lymphotoxin-alpha can form a membrane-bound heterodimer with LYMPHOTOXIN-BETA that has specificity for the LYMPHOTOXIN BETA RECEPTOR.","['T116', 'T129']","['Lymphotoxin alpha', 'LT', 'Tumor Necrosis Factor-beta', 'Tumour necrosis factor beta', 'lymphotoxin']"
73,C0439801,Limited (extensiveness),"Restricted or in amount, size, or extent.",['T169'],"['Limited', 'Limited (qualifier value)', 'limits', 'Limit', 'limit']"
73,C0035363,Retrospective Studies,Studies used to test etiologic hypotheses in which inferences about an exposure to putative causal factors are derived from data relating to characteristics of persons under study or to events or experiences in their past. The essential feature is that some of the persons under study have the disease or outcome of interest and their characteristics are compared with those of unaffected persons.,['T062'],"['Studies, Retrospective', 'Study, Retrospective', 'Retrospective Studies', 'retrospective study', 'Retrospective Study']"
73,C0001675,Adult,"A person having attained full growth or maturity. Adults are of 19 through 44 years of age. For a person between 19 and 24 years of age, YOUNG ADULT is available.",['T100'],"['Adult Human (21+)', 'Adult', 'adults', 'Human, Adult', '21 old year']"
73,C0030705,Patients,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",['T101'],"['patients', 'patient', 'Patient', 'Patient (person)', '*^patient']"
73,C0023890,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",['T047'],"['Hepatic cirrhosis, NOS', 'Hepatic cirrhosis', 'HEPATIC CIRRHOSIS', 'liver cirrhosis', 'Liver cirrhosis']"
73,C0599587,metropolitan,,['T082'],['metropolitan']
73,C0008044,Chicago,A city in Illinois.,['T083'],['chicago']
73,C0004083,Mental association,"A functional relationship between psychological phenomena of such nature that the presence of one tends to evoke the other; also, the process by which such a relationship is established.",['T041'],"['Association', 'mental association', 'Associations', 'association', 'association [mental function]']"
73,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
73,C0231187,Decompensation,"The inability of an organ or organ system to maintain homeostasis due to functional overload, often caused by the presence of disease intrinsic to the organ or organ system, or dysfunction in other organ systems.",['T033'],"['Decompensation', 'Decompensation (finding)', 'decompensation']"
73,C0009566,Complication,"Any disease or disorder that occurs during the course of, or because of, another disease, treatment, or procedure.",['T046'],"['medical complication', 'Complication, NOS', 'Medical complication', 'Medical Complication', 'complications medical']"
73,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
73,C0043010,Waiting Lists (patient),Prospective patient listings for appointments or treatments.,['T170'],"['waitlist', 'waiting list', 'List, Waiting', 'Lists, Waiting', 'Waiting List']"
73,C5545284,Social Deprivation Index,"Measure of area-level measures of social deprivation based on seven demographic characteristics collected in the American Community Survey (ACS): often include percent living in poverty, percent with less than 12 years of education, percent of single parent households, percent living in rented housing unit, percent living in overcrowded housing unit, percent of households without a car, and percent of non-employed adults under the age of 65 years. Note: this is not a definition but some supporting information about what is included in a common measure. (https://www.graham-center.org/rgc/mapsdata-tools/sdi/social-deprivation index.)",['T081'],"['Index, Social Deprivation', 'Deprivation Index, Social', 'Social Deprivation Indices', 'Deprivation Indices, Social', 'Indices, Social Deprivation']"
73,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
73,C1292732,Investigates,,['T169'],"['investigated', 'Investigates (attribute)', 'investigating', 'investigate', 'investigates']"
73,C0030705,Patients,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",['T101'],"['patients', 'patient', 'Patient', 'Patient (person)', '*^patient']"
73,C0023890,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",['T047'],"['Hepatic cirrhosis, NOS', 'Hepatic cirrhosis', 'HEPATIC CIRRHOSIS', 'liver cirrhosis', 'Liver cirrhosis']"
73,C0001779,Age,How long something has existed; elapsed time since birth.,['T032'],"['Postnatal Age', 'Age (qualifier value)', 'Has age', 'Postnatal age', 'age']"
73,C0439234,year,"A period of time that it takes for Earth to make a complete revolution around the sun, approximately 365 days; a specific one year period.",['T079'],"['year', 'Year', 'Annum', 'years', 'yr']"
73,C0043210,Woman,"Human females as cultural, psychological, sociological, political, and economic entities.",['T098'],"['Human Females', 'Girls', 'woman', 'adult female?', 'Woman']"
73,C5441846,Hispanic or Latino,"A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race. The term, ""Spanish origin"" can be used in addition to ""Hispanic or Latino"". (OMB)",['T098'],"['Hispanic or Latinos', 'Hispanic', 'Latino Population', 'SPANISH', 'spanish']"
73,C0597176,parent deprivation,prolonged separation of the offspring from the parents.,['T068'],[]
73,C2985465,Hazard Ratio,,['T081'],[]
73,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
73,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
73,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
73,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
73,C1518792,Pleckstrin Homology Domains,"Protein domains of approximately 120 amino acids that form two perpendicular anti-parallel beta sheets connected by a loop of variable length and a C-terminal amphipathic helix. PH domains occur in many INTRACELLULAR SIGNALING PROTEINS and CYTOSKELETAL PROTEINS where they bind PHOSPHATIDYLINOSITOLS within the CELL MEMBRANE and INTRACELLULAR MEMBRANES, as well as proteins that include the Betagamma-subunits of HETEROTRIMERIC GTP-BINDING PROTEINS, and PROTEIN KINASE C. These interactions allow the targeting of proteins to different cellular compartments and SIGNAL TRANSDUCTION PATHWAYS.",['T087'],"['Homology Domain, Pleckstrin', 'Pleckstrin-Homology Domain', 'PH Domains', 'Homology Domains, Pleckstrin', 'PH Domain']"
73,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
73,C0332281,Associated with,Joined in some kind of relationship.,['T080'],"['AW', 'associating', 'Associated with (attribute)', 'associated with', 'Associated']"
73,C0441994,Lower - spatial qualifier,The bottom one of two.,['T082'],"['lowering', 'Lower (qualifier value)', 'Lower', 'lower', 'lowered']"
73,C0033204,Probability,The study of chance processes or the relative frequency characterizing a chance process.,['T081'],"['Probable', 'probabilities', 'Likelihood', 'Probabilities', 'probability']"
73,C0032854,Poverty,"A situation in which the level of living of an individual, family, or group is below the standard of the community. It is often related to a specific income level.",['T102'],"['Poverty', 'Financially poor (finding)', 'poor', 'Economic deprivation', 'Poor']"
73,C5544474,Housing Quality,"Physical condition of a person's home as well as the quality of the social and physical environment in which the home is located. Aspects of housing quality include air quality, home safety, space per individual, and the presence of mold, asbestos, or lead. Housing quality is affected by factors like a home's design and age.(https://www.healthypeople.gov/2020/topics-objectives/topic/social-determinants-health/interventions-resources/quality-of-housing)",['T080'],"['Housing Conditions', 'Housing Condition', 'Condition, Housing', 'Housing Qualities', 'Conditions, Housing']"
73,C0037438,Social support,"Support systems that provide assistance and encouragement to individuals with physical or emotional disabilities in order that they may better cope. Informal social support is usually provided by friends, relatives, or peers, while formal assistance such as COMMUNITY SUPPORT is provided by churches, groups, etc.",['T054'],"['social support', 'Social support (qualifier value)', 'social support network', 'Care, Social', 'Social Support']"
73,C0023890,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",['T047'],"['Hepatic cirrhosis, NOS', 'Hepatic cirrhosis', 'HEPATIC CIRRHOSIS', 'liver cirrhosis', 'Liver cirrhosis']"
73,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
73,C0205250,High,An elevated level or position or degree; greater than normal in degree or intensity or amount.,['T080'],"['High', 'elevate', 'Highly', 'high', 'elevated']"
73,C0231187,Decompensation,"The inability of an organ or organ system to maintain homeostasis due to functional overload, often caused by the presence of disease intrinsic to the organ or organ system, or dysfunction in other organ systems.",['T033'],"['Decompensation', 'Decompensation (finding)', 'decompensation']"
73,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
73,C0024320,Tumor Necrosis Factor-Beta,"A tumor necrosis factor family member that is released by activated LYMPHOCYTES. Soluble lymphotoxin is specific for TUMOR NECROSIS FACTOR RECEPTOR TYPE I; TUMOR NECROSIS FACTOR RECEPTOR TYPE II; and TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 14. Lymphotoxin-alpha can form a membrane-bound heterodimer with LYMPHOTOXIN-BETA that has specificity for the LYMPHOTOXIN BETA RECEPTOR.","['T116', 'T129']","['Lymphotoxin alpha', 'LT', 'Tumor Necrosis Factor-beta', 'Tumour necrosis factor beta', 'lymphotoxin']"
73,C1280903,Exploration procedure,An observation of the body or a body part done by inspection and/or palpation,['T061'],"['Exploration - action (qualifier value)', 'Exploration procedure (procedure)', 'exploration', 'Exploration - action', 'Exploration']"
73,C1706912,BARRIER,A structure or object that impedes free movement.,['T074'],"['Barrier', 'Barrier Device']"
73,C0024320,Tumor Necrosis Factor-Beta,"A tumor necrosis factor family member that is released by activated LYMPHOCYTES. Soluble lymphotoxin is specific for TUMOR NECROSIS FACTOR RECEPTOR TYPE I; TUMOR NECROSIS FACTOR RECEPTOR TYPE II; and TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 14. Lymphotoxin-alpha can form a membrane-bound heterodimer with LYMPHOTOXIN-BETA that has specificity for the LYMPHOTOXIN BETA RECEPTOR.","['T116', 'T129']","['Lymphotoxin alpha', 'LT', 'Tumor Necrosis Factor-beta', 'Tumour necrosis factor beta', 'lymphotoxin']"
73,C1550208,Health Outcomes,<p>Health Outcomes</p>,['T170'],['Health Outcomes']
74,C4722463,Cancer-Related Death,A death attributed to the progression of a cancer-related pathologic condition.,['T033'],"['Cancer Death', 'Cancer-Related Death', 'Cancer Related Death']"
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C0014406,Environment,"The external elements and conditions which surround, influence, and affect the life and development of an organism or population.",['T082'],"['Environment (environment)', 'Envir', 'Environment', 'environment', 'Environmental']"
74,C0017397,Genetic Vectors,DNA molecules capable of autonomous replication within a host cell and into which other DNA sequences can be inserted and thus amplified. Many are derived from PLASMIDS; BACTERIOPHAGES; or VIRUSES. They are used for transporting foreign genes into recipient cells. Genetic vectors possess a functional replicator site and contain GENETIC MARKERS to facilitate their selective recognition.,['T114'],"['Vectors, Genetic', 'Genetic vectors', 'transfection vector', 'vector (nucleic acid cloning)', 'Genetic Vector']"
74,C1280519,Effectiveness,The capacity to bring about a desired effect.,['T080'],"['Efficacy', 'Effectiveness', 'effectiveness', 'effective', 'Effectiveness (qualifier value)']"
74,C0243132,occurrence characteristics,,['T169'],['occurrence']
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C1522619,Esophageal,Of or relating to the esophagus.,['T082'],"['oesophago', 'Esophageal', 'esophageal', 'Oesophageal', 'Oesophago-']"
74,C0009402,Colorectal Carcinoma,A malignant epithelial neoplasm that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas.,['T191'],"['Colorectal Carcinomas', 'Colon/rectal cancer', 'Large Intestine Cancer', 'colorectal cancer', 'Colorectal cancer']"
74,C0035648,risk factors,"An aspect of personal behavior or lifestyle, environmental exposure, inborn or inherited characteristic, which, based on epidemiological evidence, is known to be associated with a health-related condition considered important to prevent.",['T033'],"['Risk factor', 'risk indicators', 'risk characteristics', 'Factor, Risk', 'vulnerability factors']"
74,C0023676,Life Style,"Typical way of life or manner of living characteristic of an individual or group. (From APA, Thesaurus of Psychological Index Terms, 8th ed)",['T054'],"['Life Styles', 'Life style, NOS', 'LIFE STYLE', 'life styles', 'Life pattern']"
74,C0162772,Reactive Oxygen Species,"Molecules or ions formed by the incomplete one-electron reduction of oxygen. These reactive oxygen intermediates include SINGLET OXYGEN; SUPEROXIDES; PEROXIDES; HYDROXYL RADICAL; and HYPOCHLOROUS ACID. They contribute to the microbicidal activity of PHAGOCYTES, regulation of SIGNAL TRANSDUCTION and GENE EXPRESSION, and the oxidative damage to NUCLEIC ACIDS; PROTEINS; and LIPIDS.","['T123', 'T196']","['Reactive Oxygen Intermediates', 'Active Oxygen Species', 'oxygen radicals', 'Oxygen Radical', 'Oxygen Species, Reactive']"
74,C0162772,Reactive Oxygen Species,"Molecules or ions formed by the incomplete one-electron reduction of oxygen. These reactive oxygen intermediates include SINGLET OXYGEN; SUPEROXIDES; PEROXIDES; HYDROXYL RADICAL; and HYPOCHLOROUS ACID. They contribute to the microbicidal activity of PHAGOCYTES, regulation of SIGNAL TRANSDUCTION and GENE EXPRESSION, and the oxidative damage to NUCLEIC ACIDS; PROTEINS; and LIPIDS.","['T123', 'T196']","['Reactive Oxygen Intermediates', 'Active Oxygen Species', 'oxygen radicals', 'Oxygen Radical', 'Oxygen Species, Reactive']"
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C0242606,Oxidative Stress,"A disturbance in the prooxidant-antioxidant balance in favor of the former, leading to potential damage. Indicators of oxidative stress include damaged DNA bases, protein oxidation products, and lipid peroxidation products (Sies, Oxidative Stress, 1991, pxv-xvi).",['T049'],"['Stress, Oxidative', 'oxidative stress', 'Oxidative Stresses', 'Oxidative stress', 'stress oxidative']"
74,C0442805,Increase,"A process of becoming larger, more numerous, more important, or more likely.",['T169'],"['Increase (qualifier value)', 'Heightened', 'increases', 'increase', 'Increased']"
74,C0006826,Malignant Neoplasms,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas, Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",['T191'],"['Neoplasms, Malignant', 'Cancers', 'Tumor, malignant, NOS', 'Malignant neoplasm without specification of site', 'Neoplastic disease, malignant']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0003402,Antioxidants,Naturally occurring or synthetic substances that inhibit or retard oxidation reactions. They counteract the damaging effects of oxidation in animal tissues.,['T121'],"['Anti-Oxidant', 'Antioxidant', 'Anti-Oxidants', 'antioxidants', 'antioxidant']"
74,C0054966,CD59 Antigen,"Small glycoproteins found on both hematopoietic and non-hematopoietic cells. CD59 restricts the cytolytic activity of homologous complement by binding to C8 and C9 and blocking the assembly of the membrane attack complex. (From Barclay et al., The Leukocyte Antigen FactsBook, 1993, p234)","['T116', 'T129']","['protectin', 'cd59', 'CD59.deficient', 'MIRL', 'Cluster of differentiation antigen 59']"
74,C0079866,Mutagenesis Process,Process of generating a genetic MUTATION. It may occur spontaneously or be induced by MUTAGENS.,['T044'],"['Mutagenesis', 'mutagenesis', 'Mutageneses']"
74,C0596263,Carcinogenesis,"The origin, production or development of cancer through genotypic and phenotypic changes which upset the normal balance between cell proliferation and cell death. Carcinogenesis generally requires a constellation of steps, which may occur quickly or over a period of many years.",['T191'],"['Oncogeneses', 'Carcinogeneses', 'Tumorigenesis', 'Oncogenesis', 'Cancer Induction']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0392756,Reduced,Made less in size or amount or degree.,['T033'],"['Reduced', 'reduced', 'Reduction', 'Decreased', 'Decrease']"
74,C0034435,Quinones,Hydrocarbon rings which contain two ketone moieties in any position. They can be substituted in any position except at the ketone groups.,['T109'],"['Quinones', 'Benzoquinone Compound', 'Quinone Compound', 'quinone']"
74,C0020306,hydroquinone,"Produced as an inhibitor, an antioxidant, and an intermediate in the synthesis of dyes, motor fuels, and oils; in photographic processing; and naturally in certain plant species, Hydroquinone is a phenol derivative with antioxidant properties that can cause toxicity in several organs, notably the kidney. Used as a topical treatment for skin hyperpigmentation and in various cosmetic products, it is metabolized mainly to glutathione conjugates and forms mutagenic DNA adducts in in-vitro systems. (NCI04)","['T109', 'T121']","['hydroquinone', 'p-Hydroquinone', '1,4-Benzenediol', '1,4 benzenediol', 'p-Benzenediol']"
74,C0199176,Prophylactic treatment,"Therapeutic, nutritional, environmental, social and/or behavioral interventions at the societal, community, organizational or individual levels to reduce, modify or stop the course of a disease.",['T061'],"['Preventive treatment', 'Prophylaxis - intent', 'Prophylaxis - action', 'Prophylaxis', 'preventive intervention']"
74,C0162772,Reactive Oxygen Species,"Molecules or ions formed by the incomplete one-electron reduction of oxygen. These reactive oxygen intermediates include SINGLET OXYGEN; SUPEROXIDES; PEROXIDES; HYDROXYL RADICAL; and HYPOCHLOROUS ACID. They contribute to the microbicidal activity of PHAGOCYTES, regulation of SIGNAL TRANSDUCTION and GENE EXPRESSION, and the oxidative damage to NUCLEIC ACIDS; PROTEINS; and LIPIDS.","['T123', 'T196']","['Reactive Oxygen Intermediates', 'Active Oxygen Species', 'oxygen radicals', 'Oxygen Radical', 'Oxygen Species, Reactive']"
74,C0752046,Single Nucleotide Polymorphism,A single nucleotide variation in a genetic sequence that occurs at appreciable frequency in the population.,['T086'],"['snp', 'Polymorphisms, Single Nucleotide', 'Polymorphism, Single Nucleotide', 'single nucleotide polymorphism', 'Single Nucleotide Polymorphism']"
74,C1136197,"NAD(P)H dehydrogenase (quinone) 1, human","NAD(P)H dehydrogenase [quinone] 1 (274 aa, ~31 kDa) is encoded by the human NQO1 gene. This protein is involved in hydroquinone synthesis.","['T116', 'T126']","['Diaphorase-4', 'quinone reductase 1, human', 'EC 1.6.5.2', 'NQO1 protein, human', 'NAD(P)H-quinone oxidoreductase 1, human']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0392756,Reduced,Made less in size or amount or degree.,['T033'],"['Reduced', 'reduced', 'Reduction', 'Decreased', 'Decrease']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0243102,enzyme activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic. [GOC:vw, ISBN:0198506732]",['T044'],"['enzyme activity', 'Enzymatic Activity', 'Enzyme Activity', 'catalytic activity']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0032529,Genetic Polymorphism,"The regular and simultaneous occurrence in a single interbreeding population of two or more discontinuous genotypes. The concept includes differences in genotypes ranging in size from a single nucleotide site (POLYMORPHISM, SINGLE NUCLEOTIDE) to large nucleotide sequences visible at a chromosomal level.",['T045'],"['Genetic polymorphism (finding)', 'genetic polymorphism', 'Genetic Polymorphisms', 'Gene Polymorphisms', 'Polymorphism']"
74,C0442805,Increase,"A process of becoming larger, more numerous, more important, or more likely.",['T169'],"['Increase (qualifier value)', 'Heightened', 'increases', 'increase', 'Increased']"
74,C0035647,Risk,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.,['T078'],"['Risk', 'risk of', 'Risk of', 'risks', 'Risk of (contextual qualifier) (qualifier value)']"
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C2698418,NQO1*2 Allele,"Human NQO1*2 allele is located in the vicinity of 16q22.1 and is approximately 17 kb in length. The NQO1 *2 allele has a C609T substitution in the cDNA, which encodes NAD(P)H dehydrogenase [quinone] 1*2 protein that results in the amino acid change P187S. The NQO1*2 protein has both diminished catalytic activity and altered degradation by the ubiquitin-proteasomal system. Expression of this allele is associated with increased risk of benzene hematotoxicity, asthma and leukemias and decreased breast cancer survival.",['T028'],"['NQO1 c. 609 C-T Allele', 'NQO1 p. Pro187Ser', 'NAD(P)H Dehydrogenase, Quinone 1*2 Allele', 'NQO1 p. P187S', 'NQO1 C609T']"
74,C0032529,Genetic Polymorphism,"The regular and simultaneous occurrence in a single interbreeding population of two or more discontinuous genotypes. The concept includes differences in genotypes ranging in size from a single nucleotide site (POLYMORPHISM, SINGLE NUCLEOTIDE) to large nucleotide sequences visible at a chromosomal level.",['T045'],"['Genetic polymorphism (finding)', 'genetic polymorphism', 'Genetic Polymorphisms', 'Gene Polymorphisms', 'Polymorphism']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C1280519,Effectiveness,The capacity to bring about a desired effect.,['T080'],"['Efficacy', 'Effectiveness', 'effectiveness', 'effective', 'Effectiveness (qualifier value)']"
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C0035820,Social Role,The expected and characteristic pattern of behavior exhibited by an individual as a member of a particular social group.,['T054'],"['Roles', 'Role', 'Social Role', 'roles social', 'role']"
